gene_id,gene_name,gene_index
ENSG00000011083,SLC6A7,1525
ENSG00000070808,CAMK2A,1526
ENSG00000183876,ARSI,1527
ENSG00000019582,CD74,1528
ENSG00000254333,CTC-367J11.1,1529
ENSG00000171992,SYNPO,1530
ENSG00000164591,MYOZ3,1531
ENSG00000256235,SMIM3,1532
ENSG00000186335,SLC36A2,1533
ENSG00000113140,SPARC,1534
ENSG00000272112,CTB-113P19.5,1535
ENSG00000113196,HAND1,1536
ENSG00000170271,FAXDC2,1537
ENSG00000135077,HAVCR2,1538
ENSG00000113263,ITK,1539
ENSG00000170613,FAM71B,1540
ENSG00000055163,CYFIP2,1541
ENSG00000248544,CTB-47B11.3,1542
ENSG00000135074,ADAM19,1543
ENSG00000247699,CTB-127C13.1,1544
ENSG00000135083,CCNJL,1545
ENSG00000164611,PTTG1,1546
ENSG00000280776,LINC01202,1547
ENSG00000113327,GABRG2,1548
ENSG00000250061,RP11-541P9.3,1549
ENSG00000072571,HMMR,1550
ENSG00000241956,CTC-340A15.2,1551
ENSG00000254297,CTC-286N12.1,1552
ENSG00000253978,CTB-178M22.2,1553
ENSG00000043462,LCP2,1554
ENSG00000250274,CTB-114C7.4,1555
ENSG00000145936,KCNMB1,1556
ENSG00000094755,GABRP,1557
ENSG00000181163,NPM1,1558
ENSG00000214357,NEURL1B,1559
ENSG00000120129,DUSP1,1560
ENSG00000113732,ATP6V0E1,1561
ENSG00000164463,CREBRF,1562
ENSG00000253686,LINC01484,1563
ENSG00000113742,CPEB4,1564
ENSG00000170091,HMP19,1565
ENSG00000182230,FAM153B,1566
ENSG00000160883,HK3,1567
ENSG00000196570,PFN3,1568
ENSG00000146094,DOK3,1569
ENSG00000175309,PHYKPL,1570
ENSG00000178187,ZNF454,1571
ENSG00000113262,GRM6,1572
ENSG00000234284,ZNF879,1573
ENSG00000169045,HNRNPH1,1574
ENSG00000213316,LTC4S,1575
ENSG00000161011,SQSTM1,1576
ENSG00000113269,RNF130,1577
ENSG00000250509,CTC-573N18.1,1578
ENSG00000113303,BTNL8,1579
ENSG00000165810,BTNL9,1580
ENSG00000238035,AC138035.2,1581
ENSG00000112679,DUSP22,1582
ENSG00000271727,RP11-532F6.4,1583
ENSG00000272485,RP11-284J1.1,1584
ENSG00000272465,RP1-136B1.1,1585
ENSG00000021355,SERPINB1,1586
ENSG00000170542,SERPINB9,1587
ENSG00000228170,RP1-40E16.11,1588
ENSG00000137267,TUBB2A,1589
ENSG00000137285,TUBB2B,1590
ENSG00000230648,RP3-406P24.3,1591
ENSG00000145975,FAM217A,1592
ENSG00000260239,RP11-274H24.1,1593
ENSG00000124782,RREB1,1594
ENSG00000238221,RP11-69L16.4,1595
ENSG00000261189,RP3-512B11.3,1596
ENSG00000230939,RP11-314C16.1,1597
ENSG00000181355,OFCC1,1598
ENSG00000137203,TFAP2A,1599
ENSG00000229950,TFAP2A-AS1,1600
ENSG00000229401,MIR5689HG,1601
ENSG00000111846,GCNT2,1602
ENSG00000237685,RP11-360O19.4,1603
ENSG00000272097,RP11-421M1.8,1604
ENSG00000124827,GCM2,1605
ENSG00000244476,ERVFRD-1,1606
ENSG00000111863,ADTRP,1607
ENSG00000112137,PHACTR1,1608
ENSG00000180537,RNF182,1609
ENSG00000237346,RP3-448I9.2,1610
ENSG00000007944,MYLIP,1611
ENSG00000124788,ATXN1,1612
ENSG00000124795,DEK,1613
ENSG00000228412,RP4-625H18.2,1614
ENSG00000227803,RP11-239H6.2,1615
ENSG00000124766,SOX4,1616
ENSG00000272168,CASC15,1617
ENSG00000172179,PRL,1618
ENSG00000137261,KIAA0319,1619
ENSG00000111913,FAM65B,1620
ENSG00000272053,RP11-367G6.3,1621
ENSG00000079691,LRRC16A,1622
ENSG00000164508,HIST1H2AA,1623
ENSG00000112343,TRIM38,1624
ENSG00000187837,HIST1H1C,1625
ENSG00000197061,HIST1H4C,1626
ENSG00000180573,HIST1H2AC,1627
ENSG00000158373,HIST1H2BD,1628
ENSG00000274290,HIST1H2BE,1629
ENSG00000282988,RP1-34B20.21,1630
ENSG00000276966,HIST1H4E,1631
ENSG00000273802,HIST1H2BG,1632
ENSG00000158406,HIST1H4H,1633
ENSG00000275846,RP11-457M11.7,1634
ENSG00000272312,RP11-239L20.6,1635
ENSG00000124635,HIST1H2BJ,1636
ENSG00000271755,RP1-153G14.4,1637
ENSG00000278828,HIST1H3H,1638
ENSG00000198704,GPX6,1639
ENSG00000204709,LINC01556,1640
ENSG00000243729,OR5V1,1641
ENSG00000204655,MOG,1642
ENSG00000204642,HLA-F,1643
ENSG00000206503,HLA-A,1644
ENSG00000204625,HCG9,1645
ENSG00000204616,TRIM31,1646
ENSG00000204592,HLA-E,1647
ENSG00000235781,XXbac-BPG249D20.9,1648
ENSG00000146112,PPP1R18,1649
ENSG00000196230,TUBB,1650
ENSG00000137331,IER3,1651
ENSG00000168631,DPCR1,1652
ENSG00000204544,MUC21,1653
ENSG00000228789,HCG22,1654
ENSG00000204539,CDSN,1655
ENSG00000271821,XXbac-BPG299F13.14,1656
ENSG00000204525,HLA-C,1657
ENSG00000234745,HLA-B,1658
ENSG00000254870,ATP6V1G2-DDX39B,1659
ENSG00000226979,LTA,1660
ENSG00000232810,TNF,1661
ENSG00000227507,LTB,1662
ENSG00000204482,LST1,1663
ENSG00000204472,AIF1,1664
ENSG00000204428,LY6G5C,1665
ENSG00000213722,DDAH2,1666
ENSG00000213719,CLIC1,1667
ENSG00000204396,VWA7,1668
ENSG00000204389,HSPA1A,1669
ENSG00000204388,HSPA1B,1670
ENSG00000204387,C6orf48,1671
ENSG00000204386,NEU1,1672
ENSG00000204385,SLC44A4,1673
ENSG00000166278,C2,1674
ENSG00000213676,ATF6B,1675
ENSG00000213654,GPSM3,1676
ENSG00000204287,HLA-DRA,1677
ENSG00000196126,HLA-DRB1,1678
ENSG00000196735,HLA-DQA1,1679
ENSG00000204264,PSMB8,1680
ENSG00000204261,PSMB8-AS1,1681
ENSG00000240065,PSMB9,1682
ENSG00000168394,TAP1,1683
ENSG00000242574,HLA-DMB,1684
ENSG00000204252,HLA-DOA,1685
ENSG00000231389,HLA-DPA1,1686
ENSG00000223865,HLA-DPB1,1687
ENSG00000235863,B3GALT4,1688
ENSG00000231925,TAPBP,1689
ENSG00000030110,BAK1,1690
ENSG00000161896,IP6K3,1691
ENSG00000124493,GRM4,1692
ENSG00000186577,C6orf1,1693
ENSG00000146197,SCUBE3,1694
ENSG00000023892,DEF6,1695
ENSG00000180316,PNPLA1,1696
ENSG00000010030,ETV7,1697
ENSG00000112081,SRSF3,1698
ENSG00000124762,CDKN1A,1699
ENSG00000255587,RAB44,1700
ENSG00000124772,CPNE5,1701
ENSG00000164530,PI16,1702
ENSG00000146192,FGD2,1703
ENSG00000137193,PIM1,1704
ENSG00000172738,TMEM217,1705
ENSG00000112139,MDGA1,1706
ENSG00000124780,KCNK17,1707
ENSG00000164627,KIF6,1708
ENSG00000146122,DAAM2,1709
ENSG00000235033,RP11-61I13.3,1710
ENSG00000124701,APOBEC2,1711
ENSG00000112559,MDFI,1712
ENSG00000112561,TFEB,1713
ENSG00000096088,PGC,1714
ENSG00000278224,PRICKLE4,1715
ENSG00000112576,CCND3,1716
ENSG00000171611,PTCRA,1717
ENSG00000171467,ZNF318,1718
ENSG00000272114,RP1-261G23.7,1719
ENSG00000237686,RP5-1120P11.1,1720
ENSG00000181577,C6orf223,1721
ENSG00000262179,RP1-302G2.5,1722
ENSG00000096384,HSP90AB1,1723
ENSG00000272442,RP11-444E17.6,1724
ENSG00000146221,TCTE1,1725
ENSG00000124813,RUNX2,1726
ENSG00000112796,ENPP5,1727
ENSG00000172348,RCAN2,1728
ENSG00000146233,CYP39A1,1729
ENSG00000153291,SLC25A27,1730
ENSG00000236164,RP11-268F1.3,1731
ENSG00000112818,MEP1A,1732
ENSG00000153292,ADGRF1,1733
ENSG00000153294,ADGRF4,1734
ENSG00000124818,OPN5,1735
ENSG00000124490,CRISP2,1736
ENSG00000096006,CRISP3,1737
ENSG00000233470,RP11-524K22.1,1738
ENSG00000170927,PKHD1,1739
ENSG00000170915,PAQR8,1740
ENSG00000096093,EFHC1,1741
ENSG00000243955,GSTA1,1742
ENSG00000137270,GCM1,1743
ENSG00000271367,RP3-483K16.4,1744
ENSG00000236740,RP11-411K7.1,1745
ENSG00000124749,COL21A1,1746
ENSG00000151914,DST,1747
ENSG00000226803,RP11-203B9.4,1748
ENSG00000272541,XXbac-BPGBPG55C20.1,1749
ENSG00000271761,XXbac-BPGBPG55C20.3,1750
ENSG00000146166,LGSN,1751
ENSG00000188107,EYS,1752
ENSG00000227706,RP11-301G19.1,1753
ENSG00000230910,RP3-525N10.2,1754
ENSG00000237643,RP11-462G2.1,1755
ENSG00000223765,LINC01626,1756
ENSG00000079841,RIMS1,1757
ENSG00000203907,OOEP,1758
ENSG00000164430,MB21D1,1759
ENSG00000223821,RP11-505P4.6,1760
ENSG00000229862,RP11-505P4.7,1761
ENSG00000272243,RP11-554D15.3,1762
ENSG00000238156,RP11-415D17.4,1763
ENSG00000135338,LCA5,1764
ENSG00000112773,FAM46A,1765
ENSG00000146250,PRSS35,1766
ENSG00000228290,TBX18-AS1,1767
ENSG00000135346,CGA,1768
ENSG00000213204,RP3-382I10.7,1769
ENSG00000271931,RP11-63L7.5,1770
ENSG00000146278,PNRC1,1771
ENSG00000260271,RP1-45N11.1,1772
ENSG00000235099,RP1-23E21.2,1773
ENSG00000184486,POU3F2,1774
ENSG00000132424,PNISR,1775
ENSG00000152034,MCHR2,1776
ENSG00000203809,LINC00577,1777
ENSG00000231628,RP3-355L5.4,1778
ENSG00000057657,PRDM1,1779
ENSG00000112297,AIM1,1780
ENSG00000235142,RP1-60O19.1,1781
ENSG00000272398,CD24,1782
ENSG00000272476,RP1-191J18.66,1783
ENSG00000271734,RP1-111B22.3,1784
ENSG00000135535,CD164,1785
ENSG00000135596,MICAL1,1786
ENSG00000272356,RP5-1112D6.8,1787
ENSG00000112761,WISP3,1788
ENSG00000237234,RP1-142L7.5,1789
ENSG00000277443,MARCKS,1790
ENSG00000111816,FRK,1791
ENSG00000111817,DSE,1792
ENSG00000189241,TSPYL1,1793
ENSG00000188820,FAM26F,1794
ENSG00000234117,RP11-259P20.1,1795
ENSG00000173626,TRAPPC3L,1796
ENSG00000196376,SLC35F1,1797
ENSG00000198523,PLN,1798
ENSG00000164434,FABP7,1799
ENSG00000172594,SMPDL3A,1800
ENSG00000236548,RNF217-AS1,1801
ENSG00000237742,RP11-624M8.1,1802
ENSG00000224506,RP1-293L8.2,1803
ENSG00000135547,HEY2,1804
ENSG00000255330,RP3-403A15.5,1805
ENSG00000196569,LAMA2,1806
ENSG00000233351,RP1-69D17.3,1807
ENSG00000236673,RP11-69I8.2,1808
ENSG00000112299,VNN1,1809
ENSG00000093134,VNN3,1810
ENSG00000112303,VNN2,1811
ENSG00000112319,EYA4,1812
ENSG00000146411,SLC2A12,1813
ENSG00000118515,SGK1,1814
ENSG00000236700,LINC01010,1815
ENSG00000232310,RP11-557H15.4,1816
ENSG00000227723,CTA-31J9.2,1817
ENSG00000118514,ALDH8A1,1818
ENSG00000118513,MYB,1819
ENSG00000236703,MYB-AS1,1820
ENSG00000234084,RP3-388E23.2,1821
ENSG00000234263,RP3-325F22.3,1822
ENSG00000164485,IL22RA2,1823
ENSG00000027697,IFNGR1,1824
ENSG00000164440,TXLNB,1825
ENSG00000164442,CITED2,1826
ENSG00000238099,LINC01625,1827
ENSG00000010818,HIVEP2,1828
ENSG00000135604,STX11,1829
ENSG00000152818,UTRN,1830
ENSG00000118492,ADGB,1831
ENSG00000233452,STXBP5-AS1,1832
ENSG00000228408,RP1-111D6.3,1833
ENSG00000273132,RP11-350J20.12,1834
ENSG00000131015,ULBP2,1835
ENSG00000198729,PPP1R14C,1836
ENSG00000131016,AKAP12,1837
ENSG00000131018,SYNE1,1838
ENSG00000213121,RP11-306O13.1,1839
ENSG00000074706,IPCEF1,1840
ENSG00000164674,SYTL3,1841
ENSG00000164691,TAGAP,1842
ENSG00000175003,SLC22A1,1843
ENSG00000071242,RPS6KA2,1844
ENSG00000026297,RNASET2,1845
ENSG00000234647,RP11-503C24.4,1846
ENSG00000227704,RP1-266L20.4,1847
ENSG00000231690,LINC00574,1848
ENSG00000198719,DLL1,1849
ENSG00000271234,RP5-894D12.4,1850
ENSG00000008018,PSMB1,1851
ENSG00000197461,PDGFA,1852
ENSG00000273151,RP11-449P15.2,1853
ENSG00000105963,ADAP1,1854
ENSG00000073067,CYP2W1,1855
ENSG00000225146,AC073957.15,1856
ENSG00000225981,AC102953.4,1857
ENSG00000225968,ELFN1,1858
ENSG00000176349,AC110781.3,1859
ENSG00000188365,AC092171.2,1860
ENSG00000075624,ACTB,1861
ENSG00000272719,CTB-161C1.1,1862
ENSG00000157999,ANKRD61,1863
ENSG00000231704,AC004895.4,1864
ENSG00000272894,RP5-1159O4.1,1865
ENSG00000233108,AC006042.7,1866
ENSG00000225606,AC005281.2,1867
ENSG00000136267,DGKB,1868
ENSG00000106546,AHR,1869
ENSG00000048052,HDAC9,1870
ENSG00000105855,ITGB8,1871
ENSG00000136244,IL6,1872
ENSG00000105928,DFNA5,1873
ENSG00000086300,SNX10,1874
ENSG00000225792,AC004540.4,1875
ENSG00000214870,AC004540.5,1876
ENSG00000005020,SKAP2,1877
ENSG00000233429,HOTAIRM1,1878
ENSG00000253508,RP1-170O19.14,1879
ENSG00000106031,HOXA13,1880
ENSG00000243766,HOTTIP,1881
ENSG00000106052,TAX1BP1,1882
ENSG00000234336,JAZF1-AS1,1883
ENSG00000146592,CREB5,1884
ENSG00000106066,CPVL,1885
ENSG00000235669,AC004593.3,1886
ENSG00000176532,PRR15,1887
ENSG00000180354,MTURN,1888
ENSG00000281039,RP4-777O23.3,1889
ENSG00000263683,RP4-777O23.1,1890
ENSG00000106113,CRHR2,1891
ENSG00000241644,INMT,1892
ENSG00000240583,AQP1,1893
ENSG00000228878,SEPT7-AS1,1894
ENSG00000227191,TRGC2,1895
ENSG00000211689,TRGC1,1896
ENSG00000211695,TRGV9,1897
ENSG00000225992,TRGVA,1898
ENSG00000272908,RP11-121A8.1,1899
ENSG00000211697,TRGV5,1900
ENSG00000078053,AMPH,1901
ENSG00000106536,POU6F2,1902
ENSG00000227172,AC011290.4,1903
ENSG00000122641,INHBA,1904
ENSG00000136197,C7orf25,1905
ENSG00000002746,HECW1,1906
ENSG00000235314,LINC00957,1907
ENSG00000164708,PGAM2,1908
ENSG00000015520,NPC1L1,1909
ENSG00000136286,MYO1G,1910
ENSG00000183696,UPP1,1911
ENSG00000179869,ABCA13,1912
ENSG00000188730,VWC2,1913
ENSG00000228005,AC020743.2,1914
ENSG00000132437,DDC,1915
ENSG00000129103,SUMF2,1916
ENSG00000164776,PHKG1,1917
ENSG00000152926,ZNF117,1918
ENSG00000213462,ERV3-1,1919
ENSG00000169902,TPST1,1920
ENSG00000229180,GS1-124K5.11,1921
ENSG00000243335,KCTD7,1922
ENSG00000155428,TRIM74,1923
ENSG00000225969,ABHD11-AS1,1924
ENSG00000189143,CLDN4,1925
ENSG00000175877,WBSCR28,1926
ENSG00000261467,RP11-731K22.1,1927
ENSG00000106665,CLIP2,1928
ENSG00000158517,NCF1,1929
ENSG00000196275,GTF2IRD2,1930
ENSG00000263081,AC004878.8,1931
ENSG00000127946,HIP1,1932
ENSG00000135205,CCDC146,1933
ENSG00000127947,PTPN12,1934
ENSG00000127955,GNAI1,1935
ENSG00000135218,CD36,1936
ENSG00000186472,PCLO,1937
ENSG00000170381,SEMA3E,1938
ENSG00000075213,SEMA3A,1939
ENSG00000153993,SEMA3D,1940
ENSG00000198822,GRM3,1941
ENSG00000231255,AC005009.1,1942
ENSG00000085563,ABCB1,1943
ENSG00000105784,RUNDC3B,1944
ENSG00000058091,CDK14,1945
ENSG00000223969,AC002456.2,1946
ENSG00000177409,SAMD9L,1947
ENSG00000188175,HEPACAM2,1948
ENSG00000004948,CALCR,1949
ENSG00000105825,TFPI2,1950
ENSG00000236861,AC006378.2,1951
ENSG00000236453,AC003092.1,1952
ENSG00000105852,PON3,1953
ENSG00000005981,ASB4,1954
ENSG00000004799,PDK4,1955
ENSG00000231170,AC002451.3,1956
ENSG00000158560,DYNC1I1,1957
ENSG00000164713,BRI3,1958
ENSG00000272950,RP11-307C18.1,1959
ENSG00000130429,ARPC1B,1960
ENSG00000106258,CYP3A5,1961
ENSG00000160868,CYP3A4,1962
ENSG00000237640,RP4-604G5.1,1963
ENSG00000239521,GATS,1964
ENSG00000085514,PILRA,1965
ENSG00000185955,C7orf61,1966
ENSG00000166925,TSC22D4,1967
ENSG00000146830,GIGYF1,1968
ENSG00000205277,MUC12,1969
ENSG00000227053,RP11-395B7.4,1970
ENSG00000169876,MUC17,1971
ENSG00000169871,TRIM56,1972
ENSG00000106366,SERPINE1,1973
ENSG00000128564,VGF,1974
ENSG00000106436,MYL10,1975
ENSG00000261535,CTA-305I2.1,1976
ENSG00000239480,RP11-514P8.2,1977
ENSG00000160991,ORAI2,1978
ENSG00000168255,POLR2J3,1979
ENSG00000105808,RASA4,1980
ENSG00000205236,RP11-514P8.6,1981
ENSG00000279168,AC105052.2,1982
ENSG00000128606,LRRC17,1983
ENSG00000170615,SLC26A5,1984
ENSG00000189056,RELN,1985
ENSG00000005483,KMT2E,1986
ENSG00000105851,PIK3CG,1987
ENSG00000105856,HBP1,1988
ENSG00000233705,SLC26A4-AS1,1989
ENSG00000273055,CTB-13F3.1,1990
ENSG00000135241,PNPLA8,1991
ENSG00000226965,AC003088.1,1992
ENSG00000223646,AC002463.3,1993
ENSG00000164603,C7orf60,1994
ENSG00000164604,GPR85,1995
ENSG00000225535,LINC01393,1996
ENSG00000135269,TES,1997
ENSG00000105971,CAV2,1998
ENSG00000105974,CAV1,1999
ENSG00000077063,CTTNBP2,2000
ENSG00000106013,ANKRD7,2001
ENSG00000008311,AASS,2002
ENSG00000230316,FEZF1-AS1,2003
ENSG00000275356,C7orf77,2004
ENSG00000224899,RP11-3B12.5,2005
ENSG00000237764,RP11-3B12.2,2006
ENSG00000273270,RP11-212P7.2,2007
ENSG00000271553,RP11-274B21.10,2008
ENSG00000271344,RP11-274B21.9,2009
ENSG00000128617,OPN1SW,2010
ENSG00000128596,CCDC136,2011
ENSG00000186591,UBE2H,2012
ENSG00000244036,RP11-306G20.1,2013
ENSG00000165120,SSMEM1,2014
ENSG00000213265,TSGA13,2015
ENSG00000226380,AC058791.1,2016
ENSG00000271204,RP11-138A9.1,2017
ENSG00000273319,RP11-138A9.2,2018
ENSG00000231721,LINC-PINT,2019
ENSG00000221866,PLXNA4,2020
ENSG00000155530,LRGUK,2021
ENSG00000085662,AKR1B1,2022
ENSG00000172331,BPGM,2023
ENSG00000273219,RP11-644N4.1,2024
ENSG00000157680,DGKI,2025
ENSG00000182158,CREB3L2,2026
ENSG00000157703,SVOPL,2027
ENSG00000105939,ZC3HAV1,2028
ENSG00000064393,HIPK2,2029
ENSG00000146966,DENND2A,2030
ENSG00000228775,WEE2-AS1,2031
ENSG00000211751,TRBC1,2032
ENSG00000275896,PRSS2,2033
ENSG00000211772,TRBC2,2034
ENSG00000237254,TRBV30,2035
ENSG00000106123,EPHB6,2036
ENSG00000231840,AC073342.12,2037
ENSG00000178826,TMEM139,2038
ENSG00000159784,FAM131B,2039
ENSG00000232533,AC093673.5,2040
ENSG00000159840,ZYX,2041
ENSG00000185899,TAS2R60,2042
ENSG00000170379,TCAF2,2043
ENSG00000174469,CNTNAP2,2044
ENSG00000281189,GHET1,2045
ENSG00000204947,ZNF425,2046
ENSG00000181444,ZNF467,2047
ENSG00000197558,SSPO,2048
ENSG00000106479,ZNF862,2049
ENSG00000273293,RP11-445N20.3,2050
ENSG00000240449,RP4-584D14.5,2051
ENSG00000242258,LINC00996,2052
ENSG00000171115,GIMAP8,2053
ENSG00000179144,GIMAP7,2054
ENSG00000106560,GIMAP2,2055
ENSG00000106565,TMEM176B,2056
ENSG00000002933,TMEM176A,2057
ENSG00000055118,KCNH2,2058
ENSG00000272661,RP4-548D19.3,2059
ENSG00000187260,WDR86,2060
ENSG00000239911,PRKAG2-AS1,2061
ENSG00000261455,LINC01003,2062
ENSG00000130226,DPP6,2063
ENSG00000214106,PAXIP1-AS2,2064
ENSG00000273183,RP11-5C23.2,2065
ENSG00000227365,AC008060.5,2066
ENSG00000228569,AC073133.2,2067
ENSG00000235029,MNX1-AS2,2068
ENSG00000269446,RP4-639J15.3,2069
ENSG00000222012,AC005481.5,2070
ENSG00000233038,AC011899.9,2071
ENSG00000272839,RP11-452C13.1,2072
ENSG00000106018,VIPR2,2073
ENSG00000226179,LINC00685,2074
ENSG00000205755,CRLF2,2075
ENSG00000198223,CSF2RA,2076
ENSG00000185291,IL3RA,2077
ENSG00000182162,P2RY8,2078
ENSG00000002586,CD99,2079
ENSG00000006756,ARSD,2080
ENSG00000205662,RP11-706O15.7,2081
ENSG00000205642,VCX3B,2082
ENSG00000196664,TLR7,2083
ENSG00000205542,TMSB4X,2084
ENSG00000187268,FAM9C,2085
ENSG00000212663,RP1-122K4.3,2086
ENSG00000102048,ASB9,2087
ENSG00000102010,BMX,2088
ENSG00000147003,TMEM27,2089
ENSG00000182287,AP1S2,2090
ENSG00000238178,RP11-431J24.2,2091
ENSG00000131831,RAI2,2092
ENSG00000177324,BEND2,2093
ENSG00000008086,CDKL5,2094
ENSG00000173698,ADGRG2,2095
ENSG00000102174,PHEX,2096
ENSG00000165186,PTCHD1,2097
ENSG00000123131,PRDX4,2098
ENSG00000233785,RP13-314C10.5,2099
ENSG00000130066,SAT1,2100
ENSG00000130741,EIF2S3,2101
ENSG00000102230,PCYT1B,2102
ENSG00000004848,ARX,2103
ENSG00000099399,MAGEB2,2104
ENSG00000120280,CXorf21,2105
ENSG00000198947,DMD,2106
ENSG00000047597,XK,2107
ENSG00000165168,CYBB,2108
ENSG00000165169,DYNLT3,2109
ENSG00000101955,SRPX,2110
ENSG00000165175,MID1IP1,2111
ENSG00000235304,LINC01281,2112
ENSG00000236393,RP11-320G24.1,2113
ENSG00000223714,RP5-1172N10.2,2114
ENSG00000171659,GPR34,2115
ENSG00000171657,GPR82,2116
ENSG00000069535,MAOB,2117
ENSG00000147113,CXorf36,2118
ENSG00000102265,TIMP1,2119
ENSG00000126759,CFP,2120
ENSG00000267064,UXT-AS1,2121
ENSG00000232828,AF196970.3,2122
ENSG00000187682,ERAS,2123
ENSG00000102096,PIM2,2124
ENSG00000102007,PLP2,2125
ENSG00000102003,SYP,2126
ENSG00000224659,GAGE12J,2127
ENSG00000158352,SHROOM4,2128
ENSG00000226530,RP11-348F1.2,2129
ENSG00000179222,MAGED1,2130
ENSG00000204363,SPANXN5,2131
ENSG00000268350,FAM156A,2132
ENSG00000102316,MAGED2,2133
ENSG00000067445,TRO,2134
ENSG00000158578,ALAS2,2135
ENSG00000158639,PAGE5,2136
ENSG00000204272,LINC01420,2137
ENSG00000147065,MSN,2138
ENSG00000274536,RP6-159A1.4,2139
ENSG00000155659,VSIG4,2140
ENSG00000089472,HEPH,2141
ENSG00000169083,AR,2142
ENSG00000089289,IGBP1,2143
ENSG00000184481,FOXO4,2144
ENSG00000147168,IL2RG,2145
ENSG00000147174,ACRC,2146
ENSG00000281852,LINC00891,2147
ENSG00000242732,RGAG4,2148
ENSG00000198034,RPS4X,2149
ENSG00000125931,CITED1,2150
ENSG00000229807,XIST,2151
ENSG00000230590,FTX,2152
ENSG00000050030,KIAA2022,2153
ENSG00000226784,PGAM4,2154
ENSG00000173198,CYSLTR1,2155
ENSG00000147145,LPAR4,2156
ENSG00000131171,SH3BGRL,2157
ENSG00000072133,RPS6KA6,2158
ENSG00000184788,SATL1,2159
ENSG00000102271,KLHL4,2160
ENSG00000153779,TGIF2LX,2161
ENSG00000204086,RPA4,2162
ENSG00000007952,NOX1,2163
ENSG00000126950,TMEM35,2164
ENSG00000010671,BTK,2165
ENSG00000102401,ARMCX3,2166
ENSG00000166432,ZMAT1,2167
ENSG00000147206,NXF3,2168
ENSG00000204065,TCEAL5,2169
ENSG00000133134,BEX2,2170
ENSG00000185222,WBP5,2171
ENSG00000172476,RAB40A,2172
ENSG00000123570,RAB9B,2173
ENSG00000123569,H2BFWT,2174
ENSG00000269226,RP11-722G7.1,2175
ENSG00000080572,PIH1D3,2176
ENSG00000147234,FRMPD3,2177
ENSG00000157514,TSC22D3,2178
ENSG00000068366,ACSL4,2179
ENSG00000243978,RGAG1,2180
ENSG00000230392,RP5-1139I1.1,2181
ENSG00000258545,RHOXF1-AS1,2182
ENSG00000203989,RHOXF2BB,2183
ENSG00000228139,LINC01402,2184
ENSG00000125355,TMEM255A,2185
ENSG00000101892,ATP1B4,2186
ENSG00000005893,LAMP2,2187
ENSG00000282419,TEX13D,2188
ENSG00000009694,TENM1,2189
ENSG00000225689,RP1-30E17.2,2190
ENSG00000122122,SASH3,2191
ENSG00000085185,BCORL1,2192
ENSG00000134594,RAB33A,2193
ENSG00000165694,FRMD7,2194
ENSG00000232160,RAP2C-AS1,2195
ENSG00000183434,TFDP3,2196
ENSG00000227060,LINC00629,2197
ENSG00000229015,RP11-265D19.6,2198
ENSG00000178947,SMIM10L2A,2199
ENSG00000268940,CT45A1,2200
ENSG00000269096,CT45A3,2201
ENSG00000022267,FHL1,2202
ENSG00000129675,ARHGEF6,2203
ENSG00000232611,RP11-1114A5.4,2204
ENSG00000134595,SOX3,2205
ENSG00000196406,SPANXD,2206
ENSG00000046774,MAGEC2,2207
ENSG00000010404,IDS,2208
ENSG00000238039,AF011889.2,2209
ENSG00000241769,LINC00893,2210
ENSG00000267978,MAGEA9B,2211
ENSG00000185247,MAGEA11,2212
ENSG00000224871,XX-FW81066F1.2,2213
ENSG00000214915,XX-FW80269A6.1,2214
ENSG00000166049,PASD1,2215
ENSG00000229967,RP11-366F6.2,2216
ENSG00000102287,GABRE,2217
ENSG00000268089,GABRQ,2218
ENSG00000268606,MAGEA2,2219
ENSG00000198883,PNMA5,2220
ENSG00000273877,RP11-635O16.2,2221
ENSG00000214897,U82695.5,2222
ENSG00000130829,DUSP9,2223
ENSG00000089820,ARHGAP4,2224
ENSG00000102032,RENBP,2225
ENSG00000007350,TKTL1,2226
ENSG00000231830,XX-FW83128A1.2,2227
ENSG00000196924,FLNA,2228
ENSG00000147403,RPL10,2229
ENSG00000280195,XX-FW83563B9.5,2230
ENSG00000197180,CH17-340M24.3,2231
ENSG00000071553,ATP6AP1,2232
ENSG00000160211,G6PD,2233
ENSG00000160219,GAB3,2234
ENSG00000203870,SMIM9,2235
ENSG00000155962,CLIC2,2236
ENSG00000224533,TMLHE-AS1,2237
ENSG00000124334,IL9R,2238
ENSG00000253896,AC144568.2,2239
ENSG00000282021,CTD-2336O2.3,2240
ENSG00000036448,MYOM2,2241
ENSG00000253444,AC133633.2,2242
ENSG00000091879,ANGPT2,2243
ENSG00000173281,PPP1R3B,2244
ENSG00000171060,C8orf74,2245
ENSG00000253695,RP11-177H2.2,2246
ENSG00000154319,FAM167A,2247
ENSG00000255394,C8orf49,2248
ENSG00000255046,RP11-297N6.4,2249
ENSG00000164733,CTSB,2250
ENSG00000250305,KIAA1456,2251
ENSG00000185053,SGCZ,2252
ENSG00000104723,TUSC3,2253
ENSG00000003989,SLC7A2,2254
ENSG00000129422,MTUS1,2255
ENSG00000104763,ASAH1,2256
ENSG00000147443,DOK2,2257
ENSG00000158856,DMTN,2258
ENSG00000168490,PHYHIP,2259
ENSG00000179388,EGR3,2260
ENSG00000134020,PEBP4,2261
ENSG00000173530,TNFRSF10D,2262
ENSG00000134013,LOXL2,2263
ENSG00000147454,SLC25A37,2264
